Model Year,Labor Hours, Labor hours adjusted to .4 per sensor , Material Cost adjusted to 64.47 per sensor , Part MarkUp Adjusted to 18.42 per sensor , Misc. Amt (total) , Custom Column , Customer Paid Amount , Repair Dealer Paid Amount , Total Cost Gross ,Claim Key,VIN,Repair Dealer Code,Document Number,Part Num Full OB (Causal),Part Num Prefix (Causal),Part Num Base (Causal),Part Num Suffix (Causal),Vehicle Line AWS,Mileage,Load Date,Repair Date,Repair Dealer State,Country Repaired,Region Repaired,Production Date,Warranty Start Date,Country Sold,Customer Concern Code,Customer Comments,Condition Code,Technician Comments,Part Install Date,Transaction Code,Part Quantity, Original Labor Cost , Original Material Cost , Original Part MarkUp Adjusted to 18.42 per sensor ,SUPPLIER DISPUTES VALIDITY?,Supplier A DISPUTE REASON,,"Time In Service
(in years)",,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2534118,1FT8W2BT1NED02721,652,6917303,HC3Z-1A189-F,HC3Z,1A189,F,F7,21416,22-Feb-23,31-Jan-23,LA,USA,NA,15-Nov-21,29-Dec-21,USA,A40,CUSTOMER STATES TIRE LIGHT IS ON,42,Confirmed customer complaint. Tire pressure sensor internal failure. Replaced sensor. Calibrated sensors.,01-JAN-0001,E84,1, $71.75 , $90.37 , $44.38 ,,,,1.090410959,,,,,,,,,,,,,,,,,,
2021,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7755276,1FA6P8TH2M5114568,7443,6956001,F2GZ-1A189-A,F2GZ,1A189,A,ZA,13295,07-Apr-23,04-Apr-23,FL,USA,NA,19-Mar-21,15-Jun-21,USA,A40,CUSTOMER STATES THIS IS A ON GOING PROBLEM WAS TOLD TO BRING IT TO THE SHOP WHEN THE TIRE LIGHT COMES ON. CUSTOMER STATES THE SERVICE TIRE PRESSURE SENSOR FAULT LIGHT IS ON AND ACTIVE RIGHT NOW.,42,"SCAN ALL 4 TPMS SENSORS. PASSENGER SIDE FRONT TIRE SENSOR IS NOT RESPONDING. BREAK DOWN R/F TIRE REMOVE AND REPLACE TPMS SENSOR AND RE INFLATE, SET TIRE PRESSURES TO SPEC AND RE TRAIN ALL TPMS SENSORS. TIRE LIGHT NO LONGER PRESENT. SCAN ALL 4 TPMS SENSORS. PASSENGER SIDE FRONT TIRE SENSOR IS NOT RESPONDING. BREAK DOWN R/F TIRE REMOVE AND REPLACE TPMS SENSOR AND RE INFLATE, SET TIRE PRESSURES TO SPEC AND RE TRAIN ALL TPMS SENSORS. TIRE LIGHT NO LONGER PRESENT.",01-JAN-0001,E84,1, $72.74 , $90.28 , $44.29 ,,,,1.802739726,,,,,,,,,,,,,,,,,,
2022,0.6, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2465794,1FA6P8CFXN5139038,8226,239903C,F2GZ-1A189-A,F2GZ,1A189,A,ZA,3401,15-Feb-23,30-Jan-23,FL,USA,NA,29-Sep-22,22-Oct-22,USA,A40,TIRE SENSOR FAULT MESSAGE,42,REPLACED TIRE SENSOR,01-JAN-0001,1,1, $93.81 , $90.09 , $44.10 ,,,,0.273972603,,,,,,,,,,,,,,,,,,
2020,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10822896,1FA6P8TD1L5158511,7997,497733A,F2GZ-1A189-A,F2GZ,1A189,A,ZA,16997,14-Mar-23,11-Mar-23,GA,USA,NA,14-Jul-20,29-Aug-20,USA,A40,"OWNER REPORTS TPMS LIGHT WAS ON ON THE WAY HERE, IS NOW OFF BUT RIGHT REAR READING LOW.....SEE PREVIOUS VISIT",42,VERIFY CUSTOMER COMPLAINT PULL OASIS BY SYMPTOM CODE FOUND R/R TIRE PRESSURE FAULT CHECKED AIR PRESSURE IT IS GOOD TRIED TO PROGRAM SENSOR WITH NO LUCK REMOVE TIRE AND INSPECT SENSOR NO DAMAGE FOUND REPLACE TIRES SENSOR CODE 42 OUT MILES 1 7005,01-JAN-0001,E84,1, $56.76 , $89.96 , $43.97 ,,,,2.531506849,,,,,,,,,,,,,,,,,,
2020,0.7, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10604717,1FT7W2BT3LEE36459,2504,823533C,HC3Z-1A189-F,HC3Z,1A189,F,F7,20441,20-Feb-23,18-Feb-23,TX,USA,NA,19-Aug-20,29-Sep-20,USA,A40,CUSTOMER SAYS THE TPMS LIGHT IS ON PLEASE CHECK PRESS URES,42,SCANNED VEHICLE AND FOUND LEFT REAR SENSOR NOT READING. TPMS SENSOR WAS NOT DAMAGED. SENSOR HAS INTERNAL DAMAGE. REPLACED SENSOR AND RELEARNED LOCATIONS. TEST DROVE VEHICLE LIGHT WENT OUT.,01-JAN-0001,E84,1, $109.20 , $89.96 , $43.97 ,,,,2.389041096,,,,,,,,,,,,,,,,,,
2021,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7198570,3FMCR9D97MRA82729,7997,496222A,F2GZ-1A189-A,F2GZ,1A189,A,M4,28012,17-Feb-23,17-Feb-23,GA,USA,NA,04-Jun-21,28-Oct-21,USA,A40,C/S: CUSTOMER STATES TMPS FAULT LIGHT IS ON. BAD SENSOR. CHECK AND ADVISE,42,REPLACED TPMS SENSOR PASSENGER REAR TIRE. INNER BEAD DAMAGE WAS OBSERVED. DAMAGE WAS PRIOR TO SERVICE. RETRAINED ALL SENSORS. ALL SENSORS OPERATIONAL.,01-JAN-0001,E84,1, $56.76 , $89.96 , $43.97 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.306849315,,,,,,,,,,,,,,,,,,
2022,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,3137536,1FA6P8CF6N5111270,7997,499898C,F2GZ-1A189-A,F2GZ,1A189,A,ZA,17768,21-Apr-23,12-Apr-23,GA,USA,NA,04-Feb-22,17-Aug-22,USA,A40,TIRE LIGHT IS ON,42,VERIFIED CUSTOMER CONCERNS LR TIRE SENSOR OUT REPLACED RE-LEARNED OPERATES AS DES IGN.,01-JAN-0001,E84,1, $62.80 , $89.96 , $43.97 ,,,,0.652054795,,,,,,,,,,,,,,,,,,
2022,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,3084166,1FA6P8CF6N5123399,4808,553905B,F2GZ-1A189-A,F2GZ,1A189,A,ZA,7821,17-Apr-23,17-Apr-23,FL,USA,NA,03-Jun-22,23-Jul-22,USA,A40,NEEDS A TPS SENSOR FOR HIS WHEEL DRIVER REAR,42,TPMS SENSOR WOULD NOT GO OFF LIGHT WOULD CONSTANTL STAY ON WITH NO DAMAGE TO TIRES REPLACED TPMS SENSOR DUE TO IT BEING FAULTY UNDER BASE WARRANTY 3/36 REPLACED TPMS SENSOR ON DRIVERS FRONT TIRE 123624,01-JAN-0001,1,1, $79.98 , $89.73 , $43.74 ,,,,0.734246575,,,,,,,,,,,,,,,,,,
2020,0.9, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10924501,3FA6P0HD0LR160077,341,090007C,HC3Z-1A189-F,HC3Z,1A189,F,DE,16195,27-Mar-23,27-Mar-23,GA,USA,NA,16-Jan-20,21-Apr-20,USA,A40,Customer states tpms warning on,42,verified concern tried to retrain sensors driver front would not retrain replaced faulty tpms sensor and retest ok at this time,01-JAN-0001,E84,1, $131.40 , $89.68 , $43.69 ,,,,2.931506849,,,,,,,,,,,,,,,,,,
2020,1, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10615714,1FA6P8CF5L5150946,843,13266502,F2GZ-1A189-A,F2GZ,1A189,A,ZA,11444,21-Feb-23,20-Feb-23,WA,USA,NA,11-Mar-20,31-Jul-20,USA,A40,ELECTRICAL SYSTEM DIAGNOSIS CUSTOMER STATES DRIVER REAR TPMS IS DEAD- PLEASE CHECK AND ADVISE,42,"REMOVED AND REPLACED LR TPMS SENSOR, RETRAINED TPM S, CONCERN NO LONGER PRESENT, REPAIR COMPLETE.",01-JAN-0001,E84,1, $172.52 , $89.68 , $43.69 ,,,,2.55890411,,,,,,,,,,,,,,,,,,
2021,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7873929,1FT8W3BT4MEC97227,341,090676F,HC3Z-1A189-F,HC3Z,1A189,F,F7,25719,20-Apr-23,10-Apr-23,GA,USA,NA,24-Feb-21,15-Mar-21,USA,A40,Customer states tire pressure monitor warning comes on,42,verified cocnern tmps sensor on right rear would not train replaced sensor,01-JAN-0001,E84,1, $73.00 , $89.68 , $43.69 ,,,,2.071232877,,,,,,,,,,,,,,,,,,
2019,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,14169854,1FDRF3GTXKEC65307,6754,089714A,FR3Z-1A189-C,FR3Z,1A189,C,F7,31407,30-Mar-23,16-Mar-23,MA,USA,NA,04-Sep-18,20-Aug-20,USA,A40,CUSTOMER STATES TIRE PRESSURE MONITORING LIGHT/MESSAGE IS ON. INSPECT AND AD VISE.,42,R/R SENSOR WOULD NOT TRAIN. ORDERED TPMS. REMOVED BOTH REAR OUTER TIRES AND REPLACED R/R TPMS. RE-LEARNED ALL TIRES,01-JAN-0001,E84,1, $64.00 , $89.59 , $43.60 ,,,,2.569863014,,,,,,,,,,,,,,,,,,
2020,0.6, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,11124228,3FA6P0LU9LR140563,4935,64472302,HC3Z-1A189-F,HC3Z,1A189,F,DH,23894,20-Apr-23,17-Apr-23,FL,USA,NA,04-Dec-19,01-Sep-20,USA,A40,PERFORM TIRE REPAIR C/S PASSENGER SIDE REAR TIRE WAS LOSING PRESSURE. THEY USED THE FORD INFLATING KIT AND BELIEVES IT RUINED THE TIRE PRESSURE SENSOR,42,"customer tpms for passenger rear not responding removed rear passenger wheel and tire install new tpms and relearn sensor to vehicle , verify repair sensor is reading",01-JAN-0001,E84,1, $77.55 , $89.54 , $43.55 ,X,"Dealer states TPM sensor issue only detected after flat tire incident.  If customer used a Fix-a-Flat style material, the TPM sensor pressure would be blocked and unable to read pressure.  This is not a sensor defect and is not covered under warranty by Ford.  Also possible that the sensor was physically damage if customer drove on the flat tire (non-supplier issue).",,2.624657534,,,,,,,,,,,,,,,,,,
2021,0, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7171286,3FMCR9B63MRA17532,9801,57802402,F2GZ-1A189-A,F2GZ,1A189,A,M4,29800,15-Feb-23,07-Jan-23,MI,USA,NA,22-Mar-21,22-Apr-21,USA,A40,TPMS SENSOR IN RF TIRE,42,SENSOR OUT IN TIRE REPLACED SENSOR,01-JAN-0001,E84,1, $-   , $89.54 , $43.55 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.712328767,,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2927975,1FT8W3BN9NEF54711,9801,58213101,ML3Z-1A189-B,ML3Z,1A189,B,F7,2234,30-Mar-23,25-Mar-23,MI,USA,NA,24-Sep-22,20-Jan-23,USA,A40,RR TPMS NOT READING,42,RR TPMS INOP REPLACED AND RETRAINED RR TPMS,01-JAN-0001,1,1, $56.91 , $89.54 , $43.55 ,,,,0.175342466,,,,,,,,,,,,,,,,,,
2022,0.8, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2479910,1FDXE4FN6NDC01116,9314,258234A,FR3Z-1A189-C,FR3Z,1A189,C,E1,14845,16-Feb-23,14-Feb-23,FL,USA,NA,06-Jan-21,27-Sep-21,USA,A40,CUSTOMER STATES LOW TIRE LIGHT IS O N,42,"VERIFIED CONCERN, NO LEAK PRESENT IN TIRE, HOOKED UP IDS, TPMS NOT READING PROPERLY, REPLACED RR INSIDE WHEEL TPMS SENSOR AND PROGRAMMED. REPAIR COMPLETE",01-JAN-0001,E84,1, $91.84 , $89.50 , $43.51 ,,,,1.383561644,,,,,,,,,,,,,,,,,,
2022,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2962067,3FMTK4SE6NMA04612,6069,20949803,F2GZ-1A189-A,F2GZ,1A189,A,ZE,8352,03-Apr-23,28-Mar-23,MI,USA,NA,15-Jan-22,07-May-22,USA,A40,Engine Electrical Diagnosis CUSTOMER STATES INTERMITTENTLY AFTER DRIVING FOR A BOUT 30 MINUTES ON HIGHWAY TIRE PRESSURE FAULT WIL L COME ON AND RIGHT FRONT PRESSURE WILL NOT,42,"COULD NOT VERIFY TPMS LIGHT ON AT THIS TIME, CHECK OASIS, NO TSBS OR SSMS, HOOKED FDRS UP, NO CODES IN SYSTEM FOR TPMS SENSORS, READ SENSORS WITH FDRS, PERFORMED TRAINING ON SENSORS, SENT ON ROAD TEST TO SEE IF LIGHT COMES ON, WHILE DRIVING AFTER 30 MINUTES RF TPMS SENSOR FAULT WARNING CAME ON, AND TWO BLANKS ON PSI, REMOVED AND REPLACED TPMS SENSOR RETRAINED SENSORS, PERFORMED ROAD TEST AGAIN AND NO WARNINGS CAME ON DURING SECOND ROAD TEST, VERIFIED REPAIR CC42 OUT MILES 8416",01-JAN-0001,1,1, $44.95 , $89.45 , $43.46 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,0.890410959,,,,,,,,,,,,,,,,,,
2020,0.8, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10961948,1FT8W3BT8LEE25029,1254,240384A,HC3Z-1A189-F,HC3Z,1A189,F,F7,16182,30-Mar-23,27-Mar-23,NJ,USA,NA,15-Aug-20,07-Nov-20,USA,A40,CUSTOMER STATES TIRE PRESSUR LIGHT IS ON,42,VERIFY LIGHT ON AND FOUND LEFT REAR TPMS SENSOR BAD AND REPLACE CLEAR CODES,01-JAN-0001,E84,1, $101.52 , $89.40 , $43.41 ,,,,2.383561644,,,,,,,,,,,,,,,,,,
2021,0.6, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7684897,1FDXE4FN5MDC08668,5536,2942067,FR3Z-1A189-C,FR3Z,1A189,C,E1,24079,31-Mar-23,22-Mar-23,CA,USA,NA,11-Mar-20,29-Oct-20,USA,A40,Customer States tpms light on check and advise,42,"VERIFIED CUSTOMER CONCERN. APPLIED PROPER SPEC PSI TO ALL TIRES AND ATTEMPTED TO TRAIN ALL TPMS SENSORS, SHORTLY FOUND OUT RIGHT FRONT TIRE DOES NOT TRAIN. RECOMMEND REPLACING RIGHT FRONT TPMS SENSOR. COVERED WARRANTY. REMOVED RIGHT FRONT WHEEL. PERFORMED TPMS SENSOR REPLACEMENT. APPLIED PROPER SPEC PSI. BALANCED TIRE/WHEEL. REINSTALLED WHEEL ONTO VEHICLE. PERFORMED RETRAIN ON TPMS SENOSRS ON VEHILCE. TPMS LIGHT NO LONGER PRESENT. VEHICLE OPERATIONS NORMAL AT THIS TIME.",01-JAN-0001,E84,1, $103.80 , $88.85 , $42.86 ,,,,2.394520548,,,,,,,,,,,,,,,,,,
2020,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10606834,3FA6P0LUXLR252899,5536,2914866,HC3Z-1A189-F,HC3Z,1A189,F,DH,30273,20-Feb-23,18-Feb-23,CA,USA,NA,15-Jul-20,16-Oct-20,USA,A40,Customer States that tire pressure light is on,42,Left front Tire Pressure sensor non responsive after re training replaced faulty sensor,01-JAN-0001,E84,1, $69.20 , $88.85 , $42.86 ,,,,2.342465753,,,,,,,,,,,,,,,,,,
2020,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,11093371,3FA6P0LU3LR230453,5536,2961712,HC3Z-1A189-F,HC3Z,1A189,F,DH,25307,17-Apr-23,14-Apr-23,CA,USA,NA,23-Jul-20,21-Dec-20,USA,A40,QL- Customer States THE LOW TIRE PRESSURE LAMP IS ILLUMINATED. CHECK AND ADVISE PLEASE.,42,Tire pressure sensor fault light on!!!!!!!! not the low tire pressure message. TIRE PRESSURE SENSOR FAULT MESSAGE IS ON RIGHT REAR TPMS IS INOP. REPLACE RIGHT REAR TPMS,01-JAN-0001,E84,1, $69.20 , $88.85 , $42.86 ,,,,2.312328767,,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2395598,1FT7X2BTXNEE19559,7713,226651B,HC3Z-1A189-F,HC3Z,1A189,F,F7,12875,08-Feb-23,07-Feb-23,CA,USA,NA,28-Mar-22,22-Apr-22,USA,A40,CUSTOMER STATES TPMS LIGHT CAME ON CHECK AND ADVISE,42,TECH TRIED TO RETRAIN THE TPMS SENSORS AND FOUND THAT THE RR SENSOR WAS NOT READING. TECH RECOMMENDS REPLACING WITH A NEW ONE. TECH REPLACED THE TPMS SENSOR AND RETRAINED ALL TIRES. SET PSI TO FACTORY SPEC.,01-JAN-0001,E84,1, $111.52 , $88.85 , $42.86 ,,,,0.797260274,,,,,,,,,,,,,,,,,,
2020,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10773298,1FTER4FH1LLA20597,3897,549192D,HC3Z-1A189-F,HC3Z,1A189,F,R2,15926,09-Mar-23,01-Mar-23,ID,USA,NA,12-Feb-20,10-Jun-20,USA,A40,"CUSTOMER STATES LEFT FRONT TPMS FAUL IS ON, CHECK AND ADVISE",42,"DRIVER FRONT TPMS SENSOR UNRESPONSIVE TO RETRAIN WITH HAZARDS LIGHT RETRAIN AND KEY ON OFF RESET. DOES NOT SEND SIGNAL TO AUTEL READER. REMOVED DRIVER FRONT WHEEL, DEFLATED AND POPPED BEAD ON TIRE. REMOVED AND REPLACED TPMS. RE-INFLATED AND BALANCED WHEEL. TRAINED TPMS TO VEH ICLE",01-JAN-0001,E84,1, $77.31 , $88.81 , $42.82 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,2.723287671,,,,,,,,,,,,,,,,,,
2020,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,11177680,3FA6P0HD7LR167026,2663,571357A,HC3Z-1A189-F,HC3Z,1A189,F,DE,15880,27-Apr-23,24-Apr-23,MI,USA,NA,09-Jan-20,09-Dec-20,USA,A40,VEHICLE SHOWS A TPMS FAULT CHECK AND ADVISE,42,"VERIFIED CONCERN, FOUND RF TIRE WILL NOT TRAIN. INSPECT, NOT DAMAGE TO TIRE OR WHEEL. REMOVE AND REPLACE PASSENGER FRONT TPMS, TRAIN AND CLEAR MESSAGE.",01-JAN-0001,E84,1, $62.50 , $88.81 , $42.82 ,,,,2.37260274,,,,,,,,,,,,,,,,,,
2020,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10670935,1FA6P8CF1L5178002,4908,294980C,F2GZ-1A189-A,F2GZ,1A189,A,ZA,17407,27-Feb-23,22-Feb-23,FL,USA,NA,06-Oct-20,12-Jan-21,USA,A40,CUSTOMER STATES RIGHT REAR TPMS FAULT,42,"VERIFIED CUST CONERN, RIGHT REAR TPMS FAILED FLAILED. NEW TPMS INSTALLED AND PROGRAMMED. GOOD AT THIS TIME",01-JAN-0001,E84,1, $70.64 , $88.81 , $42.82 ,,,,2.112328767,,,,,,,,,,,,,,,,,,
2021,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7124423,1FT7W2B69MED93581,8608,3823901,HC3Z-1A189-A,HC3Z,1A189,A,F7,23000,10-Feb-23,09-Feb-23,CO,USA,NA,28-May-21,12-Jun-21,USA,A40,TIRE PRESSURE MONITOR SYSTEM SENSOR REPLACEMENT,42,ok verified concern that tire light was on and left front tpm was not reading. tested sensor to se if was sending out signal and it was not. replaced lt frt tpms sensor and trained to vehicle.,01-JAN-0001,E84,1, $80.00 , $88.81 , $42.82 ,,,,1.663013699,,,,,,,,,,,,,,,,,,
2021,1, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7568309,1FA6P8CF1M5127925,6004,66382201,F2GZ-1A189-A,F2GZ,1A189,A,ZA,13406,22-Mar-23,15-Mar-23,TN,USA,NA,16-Aug-21,01-Sep-21,USA,A40,C/S: TPMS LIGHT FLASHING,42,"VERIFIED CONCERN. SCAN DTC, FOUND B124D;02. PERFORM PPT E. E1 YES, E2 YES, E3 NO, E4 NO, E5 NO. REFER TO PPT G. G1 NO, G2 NO. REMOVE AND REPLACE THE RIGHT REAR TPMS SENSOR. PERFORM SENSOR TRAINING. CLEAR DTC`S. ADJUSTED ALL PRESSURES. ROAD TESTED, PASS.",01-JAN-0001,E84,1, $203.00 , $88.53 , $42.54 ,,,,1.534246575,,,,,,,,,,,,,,,,,,
2022,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2744468,3FMCR9D99NRD09002,6004,66357901,F2GZ-1A189-A,F2GZ,1A189,A,M4,18061,13-Mar-23,11-Mar-23,TN,USA,NA,01-Dec-21,24-Dec-21,USA,A40,states tire sensor in tire is showing fault light,42,"FOUND SENSOR TO NOT BE WORKING PROPERLY REPLACED, PASSED POST TEST",01-JAN-0001,E84,1, $81.20 , $88.53 , $42.54 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.210958904,,,,,,,,,,,,,,,,,,
2020,1.1, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,11158416,1FT8W3BT2LED92559,8081,42740904,HC3Z-1A189-F,HC3Z,1A189,F,F7,14807,25-Apr-23,21-Apr-23,VA,USA,NA,23-Jul-20,26-Sep-20,USA,A40,"TPMS WARNING LIGHT ON ALL THE TIME AFTER STARTING, SHOWS FAULT MESSAGE AS WELLL",42,VERIFY TPMS WARNING ON PERFORM BCE SELF TEST CODE B124D 02 FOLLOW PPOINT TEST C1 Y CODE B124D C2 Y CODE PRESENT C3 NO SPARE TIRE IN USE C4 NO WARNING STILL ON C5 NO RT REAR WILL NOT TRAIN E1 NO RT REAR WONT TRAIN E2 NO RT REAR WONT TRAIN STILL REPLACED DEFECTIVE RIGHT REAR TPMS SENSOR RETRAIN ALL SENSORS CLEAR CODE,01-JAN-0001,E84,1, $161.04 , $88.39 , $42.40 ,,,,2.567123288,,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,3157443,1FT7W2BT1NEE49648,9694,77889E,HC3Z-1A189-F,HC3Z,1A189,F,F7,8815,24-Apr-23,10-Apr-23,TX,USA,NA,26-May-22,30-Jun-22,USA,A40,CHECK TPMS WARNING LIGHT ON,42,"VERIFIED CONCERN TPMS SENSOR LIGHT ON, CK OASIS FOR TSBS RECALLS OR SSMS, NONE FOUND, CKED WSM FOUND PPT E1 N E2 N FOUND THAT CORRECT SENSOR WAS INSTALLED BUT DIDNT TRAIN FOLLOW INSTRUCTIONS REPLACED TPMS SENSOR AT RT REAR TIRE TRAINED NEW TPMS SENSOR, ADD ON APPROVAL TG",01-JAN-0001,1,1, $71.83 , $88.35 , $42.36 ,,,,0.778082192,,,,,,,,,,,,,,,,,,
2021,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7608539,3FMTK3SS1MMA17993,3567,581952B,F2GZ-1A189-A,F2GZ,1A189,A,ZE,21609,27-Mar-23,20-Mar-23,TX,USA,NA,31-Mar-21,15-May-21,USA,A40,"C/S: CUSTOMER STATES TPMS SENSOR IS ON, WILL NOT GO OFF EVEN WHEN AIRING UP TIRES.",42,REPLACED OLD TPMS DUE TO LIGHT BEING ON AND TURNED IN OLD TPMS TO PARTS AND INSTALLED NEW TPMS,01-JAN-0001,E84,1, $60.00 , $88.21 , $42.22 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.846575342,,,,,,,,,,,,,,,,,,
2020,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10754403,1FA6P8TH7L5187319,20554,51939603,F2GZ-1A189-A,F2GZ,1A189,A,ZA,15650,07-Mar-23,07-Mar-23,NJ,USA,NA,15-Dec-20,18-Mar-21,USA,A40,CUST STS TIRE LIGHT IS ON,42,TEST AND REPLACE RIGHT FRONT WHEEL SENSOR,01-JAN-0001,E84,1, $57.57 , $88.16 , $42.17 ,,,,1.969863014,,,,,,,,,,,,,,,,,,
2019,0.6, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,14317798,1FA6P8CF7K5168962,6183,642946H,F2GZ-1A189-A,F2GZ,1A189,A,ZA,22191,28-Apr-23,27-Apr-23,WI,USA,NA,26-Mar-19,20-May-20,USA,A40,CUSTOMER STATES THE TIRE LIGHT IS O N,42,"VERIFIED TIRE SENSOR FAULT LITE IS ON, SELF TESTED FOUND RF SENSOR WILL NOT TRAIN, REPLACED RF TIRE SENSOR AND RE-TRAINED SENSORS, RE- CHECKED TIRE FAULT LITE IS OFF NOW.",01-JAN-0001,E84,1, $118.95 , $88.02 , $42.03 ,,,,2.936986301,,,,,,,,,,,,,,,,,,
2020,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10604338,3FA6P0HD5LR263611,1471,4261863,HC3Z-1A189-F,HC3Z,1A189,F,DE,19415,20-Feb-23,14-Feb-23,PA,USA,NA,20-Jul-20,30-Dec-20,USA,A40,C/S TPMS LIGHT ON,42,TECH VERIFIED L/R TPMS SENSOR IS NOT RESPONDING REPLACE L/R TPMS SENSOR,01-JAN-0001,E84,1, $58.00 , $88.02 , $42.03 ,,,,2.126027397,,,,,,,,,,,,,,,,,,
2020,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10833674,1FA6P8THXL5130600,5100,41449501,F2GZ-1A189-A,F2GZ,1A189,A,ZA,27860,15-Mar-23,15-Mar-23,MO,USA,NA,20-Dec-19,16-Apr-20,USA,A40,MISC REPAIRS tpms light flashing,42,1A189/TEST AND REPLACE LEFT REAR TPMS SENSOR AND TRAIN,01-JAN-0001,E84,1, $51.83 , $87.89 , $41.90 ,,,,2.912328767,,,,,,,,,,,,,,,,,,
2021,1.1, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7171247,1FT8W3DT7MEC04116,9543,29692216,FR3Z-1A189-C,FR3Z,1A189,C,F7,26881,15-Feb-23,03-Feb-23,VA,USA,NA,13-Nov-20,12-Dec-20,USA,A40,left rear inner tire pressure sensor wont train.,42,Checked for stored codes-b124d. Performed pinpoint test C for code-found right rear inner sensor would not train. Replaced right rear inner sensor and retested-passed.,01-JAN-0001,E84,1, $167.66 , $87.79 , $41.80 ,,,,2.145205479,,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,3098111,1FT7W2BNXNEC58392,3756,369160A,HC3Z-1A189-F,HC3Z,1A189,F,F7,27132,18-Apr-23,14-Apr-23,WI,USA,NA,12-Sep-21,02-Oct-21,USA,A40,CS THE DRIVER REAR TPMS IS NOT READ ING,42,"VERIFIED CUSTOMER CONCERN, TESTED TPMS SENSORS, FOUND LEFT REAR WOULD NOT TRAIN BUT OTHERS DID. REPLACED LEFT REAR TPMS SENSOR AND, RETRAINED. IT NOW WORKING PERFECTLY. 1A189 CAU S AL",01-JAN-0001,E84,1, $95.00 , $87.56 , $41.57 ,,,,1.531506849,,,,,,,,,,,,,,,,,,
